link,nome_anuncio,desc,orig_preco,preco,categoria,modelo,marca,tipo_carro,ano,quilometragem,cilindrada,combustivel,gnv,cambio,cor,portas,fim_placa,direcao,airbag,alarme,ar_condicionado,trava_eletrica,vidro_eletrico,som,sensor_re,camera_re,blindado,estado
https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/fox-1-2-2012-1244752695,FOX 1.2 2012,"Vendo Fox 1.6 2012  Ar condicionado,  Vidros elétricos Engate de reboque Direção Hidráulica Documento 2023 só no ponto de transferir.  Valor: 34.000,00 Telefone para contato",,R$ 34.000,"Carros, vans e utilitários",VOLKSWAGEN FOX 1.6 MI TOTAL FLEX 8V 5P,VOLKSWAGEN,4.0,2012,91000,1.6,2.0,0.0,0.0,3.0,1.0,1,0.0,0,0,0,0,0,0,0,0,0,pi
https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/corsa-sedan-premium-1-4-2009-1244691174,Corsa Sedan Premium 1.4 2009,Corsa Sedan Premium 1.4 2008/2009 Completo  Rodas de liga  Extremamente conservado  Baixa quilometragem  Revisado,,R$ 35.000,"Carros, vans e utilitários",CHEVROLET CORSA SED. PREMIUM 1.4 8V ECONOFLEX 4P,CHEVROLET,7.0,2009,79000,1.4,2.0,0.0,0.0,0.0,1.0,0,0.0,0,0,0,0,0,0,0,0,0,pi
https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/renault-sandeiro-stepway-1244631383,Renault Sandeiro Stepway,"Sandeiro stepway 4 pneus novos, revisado 109 mil km Automático Manual e chave reserva  Carro bem conservado",,R$ 36.000,"Carros, vans e utilitários",RENAULT SANDERO STEPWAY HI-FLEX 1.6 16V 5P AUT.,RENAULT,4.0,2013,109000,1.6,2.0,0.0,1.0,2.0,1.0,2,0.0,0,0,0,0,0,0,0,0,0,pi
https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/palio-attractive-1-0-16-17-1244533824,PÁLIO ATTRACTIVE 1.0 16/17,"VENDO PÁLIO, CARRO BEM CONSERVADO, TUDO FUNCIONANDO DIREITINHO. CARRO DE USO PESSOAL, EM DIAS COM AS MANUTENÇÕES.  CONTATO ( NÁRIO PEREIRA)",,R$ 38.000,"Carros, vans e utilitários",FIAT PALIO ATTRACTIVE 1.0 EVO FIRE FLEX 8V 5P,FIAT,4.0,2017,80000,1.0,2.0,0.0,0.0,1.0,1.0,4,0.0,0,0,0,0,0,0,0,0,0,pi
https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/parati-surf-g4-ano-2008-2009-1244528089,PARATI SURF G4 ANO 2008/2009,CARRO PERFEITO TUDO FONCIONANDO PEFEITAMENTE SÓ NO PONTO DE TRANSFERIR,,R$ 37.000,"Carros, vans e utilitários",VOLKSWAGEN PARATI SURF 1.6 MI TOTAL FLEX,VOLKSWAGEN,,2009,141148,1.6,2.0,0.0,0.0,2.0,1.0,,0.0,0,0,0,0,0,0,0,0,0,pi
https://pi.olx.com.br/regiao-de-picos-e-floriano/autos-e-pecas/carros-vans-e-utilitarios/volkswagen-voyage-2012-1-0-8v-1244519731,Volkswagen Voyage 2012 1.0 8v,"Voyage e ótimo estado de conservaçao. Peneus novos ,revisado ,roda aro 15. Interessados em chamar no WhatsApp (89)... ver número",,R$ 30.000,"Carros, vans e utilitários",VOLKSWAGEN VOYAGE TRENDLINE 1.0 T.FLEX 8V 4P,VOLKSWAGEN,7.0,2012,127000,1.0,2.0,0.0,0.0,4.0,1.0,4,0.0,0,0,0,0,0,0,0,0,0,pi
https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/volkswagen-fox-1-6-1244484750,Volkswagen Fox 1.6,"Vendo Volkswagen Fox 1.6 Flex, Manual, ano 2012/2012, 4 portas.",R$ 35.000,R$ 33.990,"Carros, vans e utilitários",VOLKSWAGEN FOX 1.6 MI TOTAL FLEX 8V 5P,VOLKSWAGEN,4.0,2012,98000,1.6,2.0,0.0,0.0,4.0,1.0,1,0.0,0,0,0,0,0,0,0,0,0,pi
https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/palio-attractive-1-4-2011-2012-1189011015,Palio attractive 1.4 2011/2012,"Carro completo , motor 1.4 com rodas de liga leve  Recebo carro menor valor e financiamento   Whats",,R$ 39.900,"Carros, vans e utilitários",FIAT PALIO ATTRA./ITALIA 1.4 EVO F.FLEX 8V 5P,FIAT,4.0,2012,90000,1.4,2.0,0.0,0.0,0.0,1.0,5,0.0,0,0,0,0,0,0,0,0,0,pi
https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/oeh5j70-1244416050,OEh5j70,Carro bom em otimo estado de procedencia so no ponto de transferir .nada pra fazer pode testa e roda somente interesados não troco em terrenos so avista .ou recebo moto no valor ate 8 mil mais que esteja em dias e no nome do proprietario. .  Obs ...porem como todos os carro tem avarias nada é perfeiro... Obs ...quem tiver interesse que venha olhar o carro eu não mando fotos e nem vidio ..Tem muitos ladrão pra quere da golpe ..   zap,,R$ 33.500,"Carros, vans e utilitários",FORD FIESTA SEDAN 1.6 16V FLEX MEC.,FORD,4.0,2012,130000,1.6,2.0,0.0,0.0,0.0,1.0,0,2.0,0,0,0,0,0,0,0,0,0,pi
https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/toyota-etios-1-5-xs-2014-1244316394,Toyota Etios 1.5 XS 2014,Veiculo com todas as manutenções em dias. * bancos de couro * pneus novos * historico de manutenções,,R$ 37.500,"Carros, vans e utilitários",TOYOTA ETIOS XS 1.5 FLEX 16V 5P MEC.,TOYOTA,4.0,2014,259000,1.5,2.0,0.0,0.0,2.0,1.0,3,2.0,0,0,0,0,0,0,0,0,0,pi
https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/corsa-classic-1-0-13-14-1244281552,Corsa Classic 1.0 13/14,"Vendo Corsa Classic 1.0 13/14 com Ar, D.H, V.E, T.E, Alarme, 4 pneus zeros. Carro em perfeitas condições, sem débitos, só no ponto de transferir. Falar com Nielson: 86 ... ver número Whats",,R$ 34.900,"Carros, vans e utilitários",CHEVROLET CLASSIC LIFE/LS 1.0 VHC FLEXP. 4P,CHEVROLET,7.0,2014,154000,1.0,2.0,0.0,0.0,7.0,1.0,0,0.0,0,0,0,0,0,0,0,0,0,pi
https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/golf-2005-1243944508,Golf 2005,AUTÔNOMOS E NEGATIVADOS Entrada de 7.000 + parcelas  A vista 31.000  Gasolina 1.6 Manual 158.000 km,,R$ 31.000,"Carros, vans e utilitários",VOLKSWAGEN GOLF 1.6 MI TRIP/ SPORT 101CV 8V,VOLKSWAGEN,4.0,2005,158000,1.6,0.0,0.0,0.0,2.0,1.0,8,0.0,0,0,0,0,0,0,0,0,0,pi
https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/gol-power-1-6-1243912334,Gol Power 1.6,Gol g6 2013 Power 1.6 vidro elétrico nas 4 porta direção com regulagem de altura e distância Direção com comando de som e computador de bordo retrovisores elétrico,,R$ 37.500,"Carros, vans e utilitários",VOLKSWAGEN GOL 1.6 MI POWER TOTAL FLEX 8V 4P,VOLKSWAGEN,4.0,2013,200000,1.6,2.0,0.0,0.0,2.0,1.0,3,0.0,0,0,0,0,0,0,0,0,0,pi
